Blog	conversation	report	community	thought	took	tech	since	including	him	major	american	yes	weinstein	real	continue	year	minutes	head	together	myself	never	means	words	us	me	espn	policy	no	reality	did	live	russian	entire	oh	truth	original	deal	star	sex	public	key	clear	meet	love	official	recently	stop	days	true	don	friends	twitter	started	big	making	help	site	tv	coming	according	saw	same	web	hope	worked	times	quickly	important	wasn	learning	name	her	happened	company	jemele	way	add	read	care	human	won	ads	most	open	black	rather	someone	drive	m	three	especially	update	lives	stuff	simple	nice	building	while	browser	content	lot	didn	later	store	less	campaign	business	d	couple	steve	friday	photos	obama	away	again	save	x	saying	instead	state	into	next	wrote	than	computer	america	cool	trailer	likely	something	during	following	works	course	p	remember	much	available	players	high	done	private	around	work	ago	back	use	project	video	mr	harvey	music	future	best	stories	attention	comes	build	room	answer	bad	include	k	blog	check	rule	election	national	interview	car	may	online	must	ideas	trying	million	itself	start	happens	went	health	seems	top	its	youtube	very	wrong	las	john	taken	living	early	b	san	gave	see	per	anyone	told	results	women	power	keep	mind	level	successful	exactly	news	spend	stand	search	art	war	com	doesn	director	interesting	bit	press	paper	right	watch	doing	weeks	announced	u	posts	everything	need	please	short	down	version	playing	administration	feature	over	hour	fact	even	face	free	morning	turn	day	make	left	each	group	personal	follow	wanted	still	second	donald	across	looks	question	writing	gets	home	take	easy	job	talking	does	city	world	also	smart	set	plans	country	small	mean	pick	book	dead	both	taking	kind	notes	made	ad	then	often	needs	network	came	maybe	hill	possible	buy	understand	digital	good	little	place	iphone	hit	james	social	create	enough	he	change	say	woman	house	says	everyone	want	yet	five	probably	president	users	police	game	space	feel	come	know	example	created	united	ll	person	would	recent	meeting	reading	become	hear	another	which	movie	really	control	these	give	actually	user	such	soon	special	cnn	too	late	before	thousands	reasons	source	piece	put	line	well	pretty	week	man	go	quite	gun	seen	lots	white	used	few	found	trump	york	any	vegas	two	night	knew	because	without	post	information	great	blogging	links	today	shows	videos	share	story	why	needed	takes	website	learn	look	based	show	amp	able	ways	money	apple	security	camera	only	other	try	tools	play	hollywood	should	were	death	app	past	large	being	once	side	list	though	else	family	bring	had	posted	sometimes	goes	page	part	life	month	fun	running	finally	full	phone	nbsp	let	several	weekend	october	always	quick	half	tips	call	cars	study	called	things	longer	email	amazon	through	americans	matter	better	event	whether	plan	least	where	ai	government	center	market	already	box	finding	age	facebook	article	haven	whole	via	different	figure	under	stay	media	four	support	political	readers	mdash	guy	process	his	years	products	might	ios	ever	old	order	books	thing	single	companies	along	machine	shot	idea	almost	end	tell	hands	said	talk	team	technology	point	close	having	worst	anything	film	mark	system	asked	sure	service	internet	case	product	number	success	them	text	run	against	sunday	could	thanks	those	appeared	months	problem	data	perhaps	google	far	focus	favorite	o	popular	reason	getting	between	photo	access	others	self	series	going	until	th	hours	own	design	related	off	find	got	view	action	isn	many	she	am	write	office	looking	young	using	sexual	long	monday	co	shooting	hard	think	every	deep	program	makes	latest	nothing	working	states
All TPM News	0	5	4	0	2	0	5	3	10	1	3	1	39	1	0	6	3	0	3	0	2	0	2	2	0	3	0	6	0	7	0	8	0	0	0	0	2	0	0	3	2	4	3	1	7	0	1	3	0	5	1	4	1	1	3	1	0	3	3	8	2	1	1	0	0	6	0	7	0	0	6	17	0	11	2	1	0	6	10	0	0	8	5	3	0	0	0	0	6	3	0	0	0	0	0	0	1	9	0	0	0	7	1	2	3	10	2	2	1	3	1	1	5	2	2	0	0	2	0	12	8	5	1	13	0	2	0	0	2	4	4	2	0	0	1	0	7	1	1	1	3	0	2	3	1	6	2	0	0	0	9	2	1	2	0	1	1	0	5	1	2	2	0	0	0	0	10	3	3	1	4	0	1	0	4	5	0	1	0	3	15	3	3	6	4	5	0	8	3	0	0	4	0	2	0	3	0	0	13	2	6	4	1	0	0	0	2	1	0	2	5	0	2	1	0	3	0	0	7	0	1	0	0	4	4	7	1	0	0	0	3	4	0	1	3	0	7	2	1	6	1	0	3	1	7	3	4	1	1	1	1	1	3	0	11	4	0	1	0	0	6	3	1	0	0	2	1	1	11	0	5	14	4	1	1	0	1	2	2	1	2	0	5	3	4	0	0	4	5	0	6	0	3	1	0	3	0	1	0	1	0	3	1	2	58	4	3	0	19	3	0	4	5	1	0	24	0	4	0	0	2	1	2	1	2	3	0	0	18	2	9	1	1	0	4	7	2	1	1	3	2	1	0	2	2	1	5	2	3	7	1	1	1	0	2	1	4	0	8	1	1	0	3	4	1	14	1	5	4	55	8	6	9	7	6	1	10	1	10	2	0	0	0	0	1	0	1	0	2	0	3	0	0	4	0	3	0	2	0	3	0	1	0	3	10	0	0	1	8	6	31	0	0	2	2	2	0	1	0	5	0	3	3	17	0	0	0	0	8	3	1	0	3	1	3	0	2	1	6	0	6	3	1	0	0	2	0	0	6	1	0	5	0	6	0	1	1	0	3	2	2	5	0	4	5	2	3	1	0	0	2	1	0	0	0	3	1	8	1	3	1	4	2	0	4	0	2	31	4	3	0	0	0	4	7	1	1	1	1	3	0	1	1	2	1	0	0	75	1	6	0	0	1	2	1	1	0	0	3	7	0	3	0	0	0	3	0	6	0	7	12	13	14	0	9	0	2	0	1	0	10	1	0	0	2	1	0	0	1	0	4	5	2	1	1	1	0	1	1	0	1	5	0	2	0	3	0	18	28	3	0	1	1	0	2	5	6	24	10	3	1	1	2	0	3	0	3	1	5	6
ABC News: Investigative Unit	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Instapundit	0	0	0	0	0	0	2	0	0	0	0	2	10	0	0	0	0	0	0	1	0	0	2	1	4	8	2	11	0	2	0	0	1	2	2	0	0	2	3	2	0	0	0	0	0	0	2	2	2	5	0	8	0	2	0	0	0	0	2	0	0	0	0	0	4	0	0	0	0	0	1	6	0	0	2	1	0	3	4	0	0	1	0	0	0	0	2	0	5	0	0	0	0	0	1	2	0	2	0	1	1	0	0	0	1	3	0	1	0	0	1	2	1	0	3	6	0	1	0	1	1	1	0	3	0	4	0	0	1	3	2	2	0	0	0	1	1	0	1	2	0	0	0	2	1	4	3	0	6	0	10	0	3	3	0	2	1	2	1	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	2	0	0	2	0	3	3	0	1	2	0	2	0	0	0	2	0	0	2	0	0	4	0	1	3	0	0	0	0	1	4	0	1	0	0	0	1	1	0	0	0	0	2	0	0	0	1	0	8	0	0	3	0	0	5	0	0	1	0	0	1	1	2	2	3	0	0	4	0	4	0	0	0	0	0	0	3	1	0	2	0	0	0	1	2	0	0	0	1	0	2	1	0	0	4	3	0	0	0	0	1	0	0	2	0	1	4	0	0	0	0	0	0	8	0	0	1	1	2	3	0	0	0	0	0	0	2	3	2	2	0	0	4	0	1	0	2	0	0	0	0	0	4	0	0	4	0	0	0	5	0	4	0	1	0	0	0	1	2	0	6	5	1	1	3	0	2	0	0	3	2	4	1	0	0	2	0	1	1	4	0	1	1	0	0	8	1	0	2	0	0	1	7	0	0	2	3	4	0	2	3	0	0	0	0	0	8	2	0	0	0	9	0	2	0	0	0	0	2	0	1	2	2	0	0	3	0	1	1	0	0	4	2	2	0	0	0	0	0	3	0	2	1	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	8	0	2	2	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	6	2	2	0	0	0	0	0	0	2	0	0	0	2	1	0	0	0	2	0	1	0	0	0	2	0	0	2	0	0	0	1	1	2	0	0	0	0	0	0	2	0	0	0	2	5	0	2	0	0	0	0	0	0	2	0	0	2	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	2	1	0	1	0	0	2	0	7	1	0	2	0	0	0	4	3	1	1	0	3	3	0	2	0	2	0	2	1	0
Matt Cutts: Gadgets, Google, and SEO	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	1	0	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	0	1	0	0	1	3	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	2	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	1	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	1	0	2	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	1	0	0	0	1	1	0	0	1	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0
Google Blogoscoped	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	4	0	0	6	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	4	1	0	0	0	0	0	4	0	0	0	1	1	4	0	0	1	1	0	0	0	2	0	0	0	0	1	3	2	0	0	0	0	3	2	0	0	1	0	2	0	1	0	0	1	1	1	0	1	2	0	0	0	2	2	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	3	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0	4	0	0	0	0	0	2	1	1	3	3	0	0	0	0	0	1	4	0	0	1	0	1	3	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	2	1	0	0	1	1	0	1	1	0	0	0	1	0	4	0	1	4	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	0	0	0	1	0	2	0	0	1	0	0	0	2	1	0	0	4	0	2	0	0	3	3	1	3	7	0	0	0	0	1	0	2	0	4	0	0	1	1	1	0	0	0	0	1	2	1	1	0	0	1	0	1	0	0	2	0	0	0	2	0	3	1	0	0	0	1	0	1	0	0	0	0	0	2	1	1	0	0	1	0	2	1	0	0	0	1	0	2	1	3	2	0	0	0	2	0	1	1	2	0	0	0	6	0	11	0	0	1	0	1	2	5	0	0	0	1	0	2	2	0	0	0	0	2	0	0	0	0	4	0	1	0	2	0	0	0	1	0	0	0	0	0	2	1	0	0	0	3	0	3	0	0	5	0	2	0	0	1	2	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	2	4	0	0	0	0	0	1	0	4	2	0	0	1	1	1	3	2	0	0	3	0	0	1	0	0	0	0	1	0	0	2	4	0	2	1	0	1	2	1	0	0	0	0	0	1	1	1	0	0	1	0	1	0	0	1	0	0	1	0	0	0	1	1	3	0	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	2	1	1	0	0	0	0	0	0	0	1	1	0	0	2	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	1	0	6	0	1	0	5	0	4	1	1	0	0	1	1	3	0	0	0	0	2	28	0	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	1	0	0	3	0	2	0	1	0	0	1	0	0	0	0	4	0	1	0	0	0	0	0	1	0	0	1	0	0	2	0
ReadWrite	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	1	0	3	0	0	0	1	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	2	4	0	0	0	0	0	1	0	0	0	0	1	0	2	3	0	0	0	0	0	0	0	0	1	4	1	0	0	0	0	2	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	3	0	0	0	0	0	1	0	0	2	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	4	1	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	2	0	0	0	1	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	1	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	0	0	0	0	10	0	0	6	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
Latest Items from TreeHugger	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	2	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	0	0	1	0	0	0	1	0	3	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	6	0	1	0	0	0	0	0	0	0	0	0	3	1	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
Seth Godin's Blog on marketing, tribes and respect	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	10	0	0	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	0	1	4	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	0	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	2	0	0
NewsBusters	0	1	0	1	2	0	1	0	8	0	0	0	14	2	0	1	0	0	0	0	3	1	3	3	2	0	1	2	0	1	1	2	0	0	3	0	1	0	3	0	0	1	1	0	0	0	0	0	0	3	0	10	0	1	1	1	0	1	1	1	0	3	0	2	0	11	1	0	2	0	3	10	0	0	0	4	0	1	0	0	1	1	1	0	1	1	0	2	0	4	0	0	0	0	0	0	0	5	0	0	0	2	1	0	0	4	2	1	0	1	5	0	5	3	2	1	0	1	2	2	2	0	2	8	0	3	0	0	0	2	9	0	0	0	110	1	4	0	8	0	0	0	2	0	1	3	1	0	2	0	8	2	0	0	2	1	2	0	0	1	1	2	1	0	0	1	0	7	3	0	0	1	0	0	1	0	1	1	0	1	0	0	5	5	1	3	3	9	1	0	0	1	0	3	2	3	0	2	0	0	4	6	1	1	1	0	0	10	0	2	1	3	1	1	1	1	0	1	1	2	3	1	2	0	2	2	1	0	2	0	0	5	1	0	4	1	11	1	1	2	2	4	14	2	1	2	8	0	1	1	0	0	2	3	4	0	0	0	1	0	0	1	0	1	0	2	2	4	2	0	0	0	4	1	1	0	3	1	2	2	0	0	5	5	0	0	1	2	2	2	1	1	0	0	0	0	1	0	0	0	0	2	0	1	16	1	0	1	1	2	0	1	1	1	0	17	0	0	7	0	1	1	2	4	0	0	0	0	4	1	0	0	1	0	2	4	1	0	13	1	2	2	0	2	0	2	6	0	4	2	0	0	0	0	4	1	1	0	6	3	2	0	15	1	0	2	0	1	0	34	7	3	9	2	6	0	0	1	6	0	1	0	0	3	5	0	0	2	2	0	1	1	1	1	0	8	2	1	0	0	0	2	0	3	1	0	0	0	6	3	10	2	0	4	1	1	1	0	1	1	0	0	0	9	2	0	1	0	3	3	1	0	0	2	2	0	21	3	4	0	4	0	0	1	0	2	2	0	8	2	1	1	0	2	1	0	1	0	0	3	1	0	0	0	1	0	2	0	0	0	2	0	0	0	0	1	1	3	0	31	0	3	7	0	1	0	0	24	6	0	1	0	1	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	3	4	0	4	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	2	0	1	4	9	3	0	1	2	6	0	0	0	0	0	0	1	2	0	1	0	4	0	0	3	1	0	1	1	1	0	4	0	0	5	1	3	2	1	1	3	10	4	0	0	1	0	1	6	1	12	1	3	2	1	0	0	3	2	4	3	0	0
Cool Hunting	0	0	2	0	0	0	2	1	0	0	1	0	1	1	50	8	0	0	0	0	1	0	0	3	0	0	2	3	3	0	1	0	1	0	0	0	0	0	0	0	0	1	0	2	1	3	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	0	0	0	1	0	2	1	0	0	5	1	0	0	2	0	0	0	5	2	0	6	0	1	0	0	2	0	2	0	0	1	0	0	0	1	3	0	0	1	0	1	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	2	4	0	0	2	0	0	1	0	0	1	1	1	1	0	2	0	2	4	1	1	1	0	0	1	1	3	1	0	5	0	0	5	3	3	0	2	2	0	0	0	0	1	0	1	1	0	0	0	0	0	2	0	1	0	0	1	1	0	1	0	0	1	0	8	0	1	0	0	0	2	0	1	1	1	0	4	0	0	0	1	4	3	0	4	0	1	0	0	0	0	0	5	0	0	1	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	0	0	1	0	0	4	0	2	1	0	0	1	0	1	1	0	0	0	1	1	0	4	0	0	1	0	1	0	0	0	0	0	1	3	2	0	6	0	2	1	1	0	4	0	0	0	0	0	8	0	3	0	0	0	1	0	0	0	6	0	1	1	6	1	0	1	0	0	0	1	0	5	0	1	3	0	2	1	1	0	0	1	2	0	3	2	0	2	1	1	2	0	1	0	1	1	0	50	0	0	2	2	0	2	1	0	0	1	2	1	1	0	0	0	1	1	0	0	0	0	3	1	1	1	7	0	1	3	0	1	0	0	1	0	0	1	1	1	0	1	3	0	0	2	0	0	2	0	0	4	1	1	0	1	0	0	0	0	0	0	3	2	1	0	1	0	1	0	2	3	1	0	0	4	0	0	10	1	3	1	0	4	0	0	2	2	0	0	0	1	0	1	0	0	3	3	2	0	0	1	2	1	0	0	1	0	2	6	0	0	0	0	1	1	0	2	0	0	1	5	1	3	0	1	0	2	0	2	0	0	0	0	1	1	0	4	0	0	0	0	0	3	0	1	0	0	1	3	0	0	0	0	0	2	2	1	0	3	2	2	0	0	0	0	0	1	0	0	1	4	0	0	3	0	0	1	2	0	0	0	0	0	1	0	0	1	1	3	0	0	1	1	1	1	0	0	0	0	2	0	3	0	0	1	0	0	0	0	0	3	0	0	0	0	2	0	0	1	1	3	0	1	0	0	0	12	0	2	2	0	0	2	2	3	1	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	3	4	1	0	0	1
